2026-01-19T18:08:27-03:00 srv1 samba[880]: [2026/01/19 18:08:27.172392,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:52-03:00 srv1 samba[834]: [2026/01/25 22:29:52.979312,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:53-03:00 srv1 samba[834]: [2026/01/25 22:29:53.238895,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:53-03:00 srv1 samba[834]: [2026/01/25 22:29:53.417915,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:53-03:00 srv1 samba[834]: [2026/01/25 22:29:53.632603,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:53-03:00 srv1 samba[834]: [2026/01/25 22:29:53.810415,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.0d491fd4-d42c-4d74-9d49-6745cf273338.domains] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:53-03:00 srv1 samba[834]: [2026/01/25 22:29:53.994423,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:54-03:00 srv1 samba[834]: [2026/01/25 22:29:54.174397,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:54-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:54-03:00 srv1 samba[834]: [2026/01/25 22:29:54.345874,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:54-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:54-03:00 srv1 samba[834]: [2026/01/25 22:29:54.505279,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:54-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:54-03:00 srv1 samba[834]: [2026/01/25 22:29:54.645819,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:54-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:54-03:00 srv1 samba[834]: [2026/01/25 22:29:54.791603,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:54-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:54-03:00 srv1 samba[834]: [2026/01/25 22:29:54.912469,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:54-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.025220,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.228858,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.343532,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.pdc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.460188,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.587381,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.729858,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.847166,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:55-03:00 srv1 samba[834]: [2026/01/25 22:29:55.972884,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:55-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.091473,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.234770,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.354769,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.484298,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.611819,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.850193,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:56-03:00 srv1 samba[834]: [2026/01/25 22:29:56.967408,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:56-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.095478,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.228864,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.372106,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.498864,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.656088,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.789917,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:57-03:00 srv1 samba[834]: [2026/01/25 22:29:57.938544,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:57-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:58-03:00 srv1 samba[834]: [2026/01/25 22:29:58.069660,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:58-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:58-03:00 srv1 samba[834]: [2026/01/25 22:29:58.205495,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:58-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:58-03:00 srv1 samba[834]: [2026/01/25 22:29:58.340589,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:58-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:58-03:00 srv1 samba[834]: [2026/01/25 22:29:58.516412,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:58-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:58-03:00 srv1 samba[834]: [2026/01/25 22:29:58.687352,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:29:58-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:29:59-03:00 srv1 samba[834]: [2026/01/25 22:29:59.029190,  0] source4/dsdb/dns/dns_update.c:85(dnsupdate_nameupdate_done)
2026-01-25T22:29:59-03:00 srv1 samba[834]:   dnsupdate_nameupdate_done: Failed DNS update with exit code 44
2026-01-25T22:39:51-03:00 srv1 samba[834]: [2026/01/25 22:39:51.857179,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:51-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.003995,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.138592,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[533cf283-fd83-429d-91f0-d87a18a19af8] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.310561,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.430714,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.557204,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.673315,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.819713,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:52-03:00 srv1 samba[834]: [2026/01/25 22:39:52.970501,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:52-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:53-03:00 srv1 samba[834]: [2026/01/25 22:39:53.108642,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.0d491fd4-d42c-4d74-9d49-6745cf273338.domains] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:53-03:00 srv1 samba[834]: [2026/01/25 22:39:53.266589,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:53-03:00 srv1 samba[834]: [2026/01/25 22:39:53.404559,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:53-03:00 srv1 samba[834]: [2026/01/25 22:39:53.556446,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T22:39:53-03:00 srv1 samba[834]: [2026/01/25 22:39:53.704679,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T22:39:53-03:00 srv1 samba[834]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
